qwerty cancled election initiation [3 Mar 2011 02:06:34 GMT]
qwerty cancled election initiation [3 Mar 2011 02:11:08 GMT]
qwerty cancled election initiation [3 Mar 2011 02:47:04 GMT]
qwerty cancled election initiation [3 Mar 2011 22:44:45 GMT]
Device or resource busy DEVICE:08 [4 Mar 2011 09:29:02 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 09:29:03 GMT]
asdf cancled election initiation [4 Mar 2011 09:29:03 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 09:40:26 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 09:40:27 GMT]
asdf cancled election initiation [4 Mar 2011 09:40:27 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 09:51:34 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 09:51:35 GMT]
asdf cancled election initiation [4 Mar 2011 09:51:36 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 10:21:08 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 10:21:09 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 10:21:14 GMT]
asdf cancled election initiation [4 Mar 2011 10:21:14 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 10:32:26 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 10:32:27 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 10:32:33 GMT]
asdf cancled election initiation [4 Mar 2011 10:32:33 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 11:19:02 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 11:19:03 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 11:19:08 GMT]
asdf cancled election initiation [4 Mar 2011 11:19:08 GMT]
Connection timed out DEVICE:asdf [4 Mar 2011 12:48:02 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 12:48:07 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 12:48:08 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 13:03:25 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 13:03:31 GMT]
Device or resource busy DEVICE:sgaf [4 Mar 2011 13:55:04 GMT]
Device or resource busy DEVICE:08 [4 Mar 2011 13:55:06 GMT]
Device or resource busy DEVICE:qwerty [4 Mar 2011 13:55:06 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 14:11:50 GMT]
qwerty cancled election initiation [4 Mar 2011 14:11:58 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 14:25:38 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 14:25:40 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 14:53:14 GMT]
Service discovery failed DEVICE:sgaf [4 Mar 2011 15:02:25 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 15:11:37 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 15:25:17 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 15:38:57 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 15:52:35 GMT]
HTC Dream cancled election initiation [4 Mar 2011 16:06:10 GMT]
HTC Dream cancled election initiation [4 Mar 2011 17:21:09 GMT]
HTC Dream cancled election initiation [4 Mar 2011 17:44:07 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 03:38:42 GMT]
Connection timed out DEVICE:sgaf [6 Mar 2011 03:39:08 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 03:43:40 GMT]
sgaf cancled election initiation [6 Mar 2011 03:54:40 GMT]
08 cancled election initiation [6 Mar 2011 03:54:40 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 04:26:16 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 05:00:21 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 05:21:27 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 05:35:17 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 06:05:25 GMT]
cnd45 cancled election initiation [6 Mar 2011 06:35:08 GMT]
sgaf cancled election initiation [6 Mar 2011 06:35:08 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 06:51:16 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 06:51:16 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 07:58:12 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 09:02:51 GMT]
sgaf cancled election initiation [6 Mar 2011 09:32:48 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 09:38:06 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 09:38:06 GMT]
sgaf cancled election initiation [6 Mar 2011 09:58:51 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 10:04:11 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 10:04:11 GMT]
sgaf cancled election initiation [6 Mar 2011 10:04:11 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 10:17:05 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 10:17:06 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 10:42:23 GMT]
cnd45 cancled election initiation [6 Mar 2011 11:05:25 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 11:10:47 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 11:10:48 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 11:10:53 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 11:30:41 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 11:30:42 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 11:44:36 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 11:56:07 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 12:07:35 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 12:31:23 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 13:01:12 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 14:09:57 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 14:21:36 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 14:44:50 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 14:44:55 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 14:56:02 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 15:07:39 GMT]
08 cancled election initiation [6 Mar 2011 15:14:30 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 15:43:05 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 15:43:05 GMT]
cnd45 cancled election initiation [6 Mar 2011 15:56:51 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 16:02:10 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 16:02:11 GMT]
Connection reset by peer DEVICE:08 [6 Mar 2011 16:44:29 GMT]
Service discovery failed DEVICE:08 [6 Mar 2011 16:53:46 GMT]
08 cancled election initiation [6 Mar 2011 17:26:17 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 17:51:46 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 17:51:46 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 18:56:49 GMT]
Service discovery failed DEVICE:sgaf [6 Mar 2011 19:10:44 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 19:10:50 GMT]
cnd45 cancled election initiation [6 Mar 2011 19:54:30 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 19:59:51 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 19:59:52 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 19:59:57 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 20:11:08 GMT]
Device or resource busy DEVICE:08 [6 Mar 2011 20:11:09 GMT]
08 cancled election initiation [6 Mar 2011 21:41:56 GMT]
Device or resource busy DEVICE:cnd45 [6 Mar 2011 22:17:20 GMT]
Device or resource busy DEVICE:sgaf [6 Mar 2011 22:17:25 GMT]
Service discovery failed DEVICE:cnd45 [6 Mar 2011 23:24:17 GMT]
Service discovery failed DEVICE:qwerty [6 Mar 2011 23:47:25 GMT]
08 cancled election initiation [6 Mar 2011 23:47:27 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 00:08:22 GMT]
Device or resource busy DEVICE:cnd45 [7 Mar 2011 00:08:23 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 00:31:33 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 00:31:39 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 00:43:57 GMT]
08 cancled election initiation [7 Mar 2011 00:43:57 GMT]
Device or resource busy DEVICE:cnd45 [7 Mar 2011 00:53:35 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 01:18:27 GMT]
Service discovery failed DEVICE:08 [7 Mar 2011 02:02:35 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 02:17:53 GMT]
qwerty cancled election initiation [7 Mar 2011 02:17:54 GMT]
08 cancled election initiation [7 Mar 2011 02:17:54 GMT]
cnd45 cancled election initiation [7 Mar 2011 02:17:54 GMT]
Service discovery failed DEVICE:08 [7 Mar 2011 02:33:45 GMT]
qwerty cancled election initiation [7 Mar 2011 02:33:45 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 04:04:39 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:04:39 GMT]
08 cancled election initiation [7 Mar 2011 04:04:39 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 04:14:31 GMT]
Service discovery failed DEVICE:08 [7 Mar 2011 04:14:38 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:14:44 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 04:26:04 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 04:26:10 GMT]
08 cancled election initiation [7 Mar 2011 04:26:10 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:26:10 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 04:32:00 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 04:32:00 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:32:02 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 04:51:23 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 04:51:23 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 04:51:24 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:51:24 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 04:59:10 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 04:59:11 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 04:59:11 GMT]
cnd45 cancled election initiation [7 Mar 2011 04:59:11 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 05:14:04 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 05:14:04 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 05:14:05 GMT]
cnd45 cancled election initiation [7 Mar 2011 05:14:05 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 05:23:45 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 05:23:46 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 05:23:46 GMT]
cnd45 cancled election initiation [7 Mar 2011 05:23:47 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 05:39:42 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 05:39:42 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 05:39:43 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 05:39:43 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 05:44:45 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 05:52:19 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 05:52:20 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 06:03:40 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 06:03:40 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 06:25:23 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 06:46:00 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 06:46:00 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 07:02:33 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 07:02:33 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 07:02:34 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 07:18:30 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 07:18:31 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 07:18:31 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 07:30:18 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 07:30:19 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 07:46:21 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 07:46:22 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 07:46:22 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 07:57:15 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 07:57:15 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 08:08:31 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 08:08:32 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 08:08:32 GMT]
cnd45 cancled election initiation [7 Mar 2011 13:09:49 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 13:25:04 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 13:25:09 GMT]
Connection timed out DEVICE:08 [7 Mar 2011 13:25:35 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 13:29:53 GMT]
Device or resource busy DEVICE:qwerty [7 Mar 2011 13:42:30 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 14:08:06 GMT]
cnd45 cancled election initiation [7 Mar 2011 14:12:55 GMT]
Device or resource busy DEVICE:sgaf [7 Mar 2011 14:26:33 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 14:26:33 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 14:40:36 GMT]
sgaf cancled election initiation [7 Mar 2011 14:40:45 GMT]
Device or resource busy DEVICE:cnd45 [7 Mar 2011 14:56:36 GMT]
Device or resource busy DEVICE:08 [7 Mar 2011 14:56:38 GMT]
qwerty cancled election initiation [7 Mar 2011 15:55:16 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 16:10:38 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 17:12:16 GMT]
Service discovery failed DEVICE:sgaf [7 Mar 2011 18:59:59 GMT]
Service discovery failed DEVICE:qwerty [7 Mar 2011 19:00:13 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 21:08:47 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 21:35:19 GMT]
Service discovery failed DEVICE:08 [7 Mar 2011 22:20:53 GMT]
Service discovery failed DEVICE:cnd45 [7 Mar 2011 23:48:58 GMT]
10:35:13 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
zxc cancled election initiation [9 Mar 2011 16:37:56 GMT]
10:44:28 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
10:56:36 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
12:12:13 STARTING NEW INSTANCE : POTENTIAL NEIGHBORS = 6
Service discovery failed DEVICE:ty [9 Mar 2011 18:17:12 GMT]
